Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,CAGR
"NP Margin","2.51    %","3.03    %","4.34    %","13.92    %","5.55    %","3.66    %","5.63    %","5.66    %","-     %","-"
"YoY %","-17.16%","-30.18%","-68.82%","150.81%","51.64%","-34.99%","-0.53%","0.00%","-",""
"Horiz. %","44.35%","53.53%","76.68%","245.94%","98.06%","64.66%","99.47%","100.00%","-",""
"ROE","4.50    %","5.39    %","7.45    %","24.02    %","10.76    %","7.84    %","12.34    %","12.79    %","-     %","-"
"YoY %","-16.51%","-27.65%","-68.98%","123.23%","37.24%","-36.47%","-3.52%","0.00%","-",""
"Horiz. %","35.18%","42.14%","58.25%","187.80%","84.13%","61.30%","96.48%","100.00%","-",""
"RPS","202.78","201.52","192.88","186.24","160.88","163.03","157.80","146.86","-","-"
"YoY %","0.63%","4.48%","3.57%","15.76%","-1.32%","3.31%","7.45%","0.00%","-",""
"Horiz. %","138.08%","137.22%","131.34%","126.81%","109.55%","111.01%","107.45%","100.00%","-",""
"EPS","5.12","6.15","8.42","25.94","8.93","5.96","8.89","9.02","0.00","-"
"YoY %","-16.75%","-26.96%","-67.54%","190.48%","49.83%","-32.96%","-1.44%","0.00%","-",""
"Horiz. %","56.76%","68.18%","93.35%","287.58%","99.00%","66.08%","98.56%","100.00%","-",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","1.00","3.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-66.67%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","33.33%","100.00%","-",""
"NAPS","1.1400","1.1400","1.1300","1.0800","0.8300","0.7600","0.7200","0.6500","0.0000","-"
"YoY %","0.00%","0.88%","4.63%","30.12%","9.21%","5.56%","10.77%","0.00%","-",""
"Horiz. %","175.38%","175.38%","173.85%","166.15%","127.69%","116.92%","110.77%","100.00%","-",""
"RPS","202.78","201.52","192.88","186.24","160.88","163.03","157.80","146.86","-","-"
"YoY %","0.63%","4.48%","3.57%","15.76%","-1.32%","3.31%","7.45%","0.00%","-",""
"Horiz. %","138.08%","137.22%","131.34%","126.81%","109.55%","111.01%","107.45%","100.00%","-",""
"EPS","5.12","6.15","8.42","25.94","8.93","5.96","8.89","9.02","0.00","-"
"YoY %","-16.75%","-26.96%","-67.54%","190.48%","49.83%","-32.96%","-1.44%","0.00%","-",""
"Horiz. %","56.76%","68.18%","93.35%","287.58%","99.00%","66.08%","98.56%","100.00%","-",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","1.00","3.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-66.67%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","33.33%","100.00%","-",""
"NAPS","1.1400","1.1400","1.1300","1.0800","0.8300","0.7600","0.7200","0.6500","0.0000","-"
"YoY %","0.00%","0.88%","4.63%","30.12%","9.21%","5.56%","10.77%","0.00%","-",""
"Horiz. %","175.38%","175.38%","173.85%","166.15%","127.69%","116.92%","110.77%","100.00%","-",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","-","-"
"Price","0.4300","0.4300","0.4850","0.9100","0.4650","0.4500","0.5050","0.4700","0.0000","-"
"P/RPS","0.21","0.21","0.25","0.49","0.29","0.28","0.32","0.32","0.00","-"
"YoY %","0.00%","-16.00%","-48.98%","68.97%","3.57%","-12.50%","0.00%","0.00%","-",""
"Horiz. %","65.62%","65.62%","78.12%","153.13%","90.62%","87.50%","100.00%","100.00%","-",""
"P/EPS","8.39","7.00","5.76","3.51","5.21","7.55","5.68","5.65","0.00","-"
"YoY %","19.86%","21.53%","64.10%","-32.63%","-30.99%","32.92%","0.53%","0.00%","-",""
"Horiz. %","148.50%","123.89%","101.95%","62.12%","92.21%","133.63%","100.53%","100.00%","-",""
"EY","11.92","14.29","17.36","28.51","19.20","13.25","17.60","17.69","0.00","-"
"YoY %","-16.59%","-17.68%","-39.11%","48.49%","44.91%","-24.72%","-0.51%","0.00%","-",""
"Horiz. %","67.38%","80.78%","98.13%","161.16%","108.54%","74.90%","99.49%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","1.98","6.38","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-68.97%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","31.03%","100.00%","-",""
"P/NAPS","0.38","0.38","0.43","0.84","0.56","0.59","0.70","0.72","0.00","-"
"YoY %","0.00%","-11.63%","-48.81%","50.00%","-5.08%","-15.71%","-2.78%","0.00%","-",""
"Horiz. %","52.78%","52.78%","59.72%","116.67%","77.78%","81.94%","97.22%","100.00%","-",""
"Date","AQR","T4Q","27/02/19","28/02/18","24/02/17","26/02/16","26/02/15","27/02/14","-","-"
"Price","0.4150","0.4150","0.5050","0.9250","0.5750","0.4700","0.5500","0.5150","0.0000","-"
"P/RPS","0.20","0.21","0.26","0.50","0.36","0.29","0.35","0.35","0.00","-"
"YoY %","-4.76%","-19.23%","-48.00%","38.89%","24.14%","-17.14%","0.00%","0.00%","-",""
"Horiz. %","57.14%","60.00%","74.29%","142.86%","102.86%","82.86%","100.00%","100.00%","-",""
"P/EPS","8.09","6.75","6.00","3.57","6.44","7.88","6.19","6.19","0.00","-"
"YoY %","19.85%","12.50%","68.07%","-44.57%","-18.27%","27.30%","0.00%","0.00%","-",""
"Horiz. %","130.69%","109.05%","96.93%","57.67%","104.04%","127.30%","100.00%","100.00%","-",""
"EY","12.35","14.81","16.67","28.05","15.53","12.68","16.16","16.14","0.00","-"
"YoY %","-16.61%","-11.16%","-40.57%","80.62%","22.48%","-21.53%","0.12%","0.00%","-",""
"Horiz. %","76.52%","91.76%","103.28%","173.79%","96.22%","78.56%","100.12%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","1.82","5.83","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-68.78%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","31.22%","100.00%","-",""
"P/NAPS","0.36","0.36","0.45","0.86","0.69","0.62","0.76","0.79","0.00","-"
"YoY %","0.00%","-20.00%","-47.67%","24.64%","11.29%","-18.42%","-3.80%","0.00%","-",""
"Horiz. %","45.57%","45.57%","56.96%","108.86%","87.34%","78.48%","96.20%","100.00%","-",""

