Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,CAGR
"YoY %","0.00%","1.91%","5.63%","11.75%","1.17%","7.53%","8.21%","7.28%","7.86%","16.67%","-",""
"Horiz. %","191.17%","191.17%","187.58%","177.58%","158.92%","157.08%","146.08%","135.00%","125.83%","116.67%","100.00%",""
"RPS","43.12","42.86","42.11","44.12","38.92","34.22","25.59","23.43","21.47","21.28","-","-"
"YoY %","0.61%","1.78%","-4.56%","13.36%","13.73%","33.72%","9.22%","9.13%","0.89%","0.00%","-",""
"Horiz. %","202.63%","201.41%","197.89%","207.33%","182.89%","160.81%","120.25%","110.10%","100.89%","100.00%","-",""
"EPS","1.88","1.81","1.81","1.90","1.55","1.56","1.42","0.94","1.83","1.14","0.00","-"
"YoY %","3.87%","0.00%","-4.74%","22.58%","-0.64%","9.86%","51.06%","-48.63%","60.53%","0.00%","-",""
"Horiz. %","164.91%","158.77%","158.77%","166.67%","135.96%","136.84%","124.56%","82.46%","160.53%","100.00%","-",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.64","0.44","0.26","0.61","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","45.45%","69.23%","-57.38%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","104.92%","72.13%","42.62%","100.00%","-","-",""
"NAPS","0.2294","0.2294","0.2251","0.2131","0.1836","0.1724","0.1536","0.1416","0.1321","0.1174","0.1200","8.17%"
"YoY %","0.00%","1.91%","5.63%","16.07%","6.50%","12.24%","8.47%","7.19%","12.52%","-2.17%","-",""
"Horiz. %","191.17%","191.17%","187.58%","177.58%","153.00%","143.67%","128.00%","118.00%","110.08%","97.83%","100.00%",""
"Date","AQR","T4Q","31/12/18","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","31/12/12","30/12/11","-","-"
"Price","0.3100","0.3100","0.2750","0.2900","0.2400","0.2850","0.1600","0.1550","0.1400","0.1450","0.0000","-"
"P/RPS","0.72","0.72","0.65","0.66","0.59","0.76","0.55","0.58","0.57","0.57","0.00","-"
"YoY %","0.00%","10.77%","-1.52%","11.86%","-22.37%","38.18%","-5.17%","1.75%","0.00%","0.00%","-",""
"Horiz. %","126.32%","126.32%","114.04%","115.79%","103.51%","133.33%","96.49%","101.75%","100.00%","100.00%","-",""
"P/EPS","16.59","17.13","15.20","15.49","14.88","16.76","9.88","14.36","6.70","10.66","0.00","-"
"YoY %","-3.15%","12.70%","-1.87%","4.10%","-11.22%","69.64%","-31.20%","114.33%","-37.15%","0.00%","-",""
"Horiz. %","155.63%","160.69%","142.59%","145.31%","139.59%","157.22%","92.68%","134.71%","62.85%","100.00%","-",""
"EY","6.03","5.84","6.58","6.46","6.72","5.97","10.13","6.97","14.93","9.38","0.00","-"
"YoY %","3.25%","-11.25%","1.86%","-3.87%","12.56%","-41.07%","45.34%","-53.32%","59.17%","0.00%","-",""
"Horiz. %","64.29%","62.26%","70.15%","68.87%","71.64%","63.65%","108.00%","74.31%","159.17%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","2.46","3.13","1.94","5.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","-21.41%","61.34%","-61.20%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","49.20%","62.60%","38.80%","100.00%","-","-",""
"P/NAPS","1.35","1.35","1.22","1.36","1.26","1.51","0.91","0.96","0.93","1.04","0.00","-"
"YoY %","0.00%","10.66%","-10.29%","7.94%","-16.56%","65.93%","-5.21%","3.23%","-10.58%","0.00%","-",""
"Horiz. %","129.81%","129.81%","117.31%","130.77%","121.15%","145.19%","87.50%","92.31%","89.42%","100.00%","-",""
"Date","AQR","T4Q","28/02/19","28/02/18","28/02/17","26/02/16","27/02/15","26/02/14","21/02/13","27/02/12","-","-"
"Price","0.2000","0.2000","0.3250","0.2950","0.2400","0.2600","0.1700","0.1500","0.1500","0.1650","0.0000","-"
"P/RPS","0.46","0.47","0.77","0.67","0.59","0.70","0.58","0.56","0.61","0.65","0.00","-"
"YoY %","-2.13%","-38.96%","14.93%","13.56%","-15.71%","20.69%","3.57%","-8.20%","-6.15%","0.00%","-",""
"Horiz. %","70.77%","72.31%","118.46%","103.08%","90.77%","107.69%","89.23%","86.15%","93.85%","100.00%","-",""
"P/EPS","10.70","11.05","17.96","15.76","14.88","15.29","10.49","13.89","7.18","12.13","0.00","-"
"YoY %","-3.17%","-38.47%","13.96%","5.91%","-2.68%","45.76%","-24.48%","93.45%","-40.81%","0.00%","-",""
"Horiz. %","88.21%","91.10%","148.06%","129.93%","122.67%","126.05%","86.48%","114.51%","59.19%","100.00%","-",""
"EY","9.34","9.05","5.57","6.35","6.72","6.54","9.53","7.20","13.93","8.24","0.00","-"
"YoY %","3.20%","62.48%","-12.28%","-5.51%","2.75%","-31.37%","32.36%","-48.31%","69.05%","0.00%","-",""
"Horiz. %","113.35%","109.83%","67.60%","77.06%","81.55%","79.37%","115.66%","87.38%","169.05%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","2.69","2.94","2.00","4.67","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","-8.50%","47.00%","-57.17%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","57.60%","62.96%","42.83%","100.00%","-","-",""
"P/NAPS","0.87","0.87","1.44","1.38","1.26","1.38","0.97","0.93","0.99","1.18","0.00","-"
"YoY %","0.00%","-39.58%","4.35%","9.52%","-8.70%","42.27%","4.30%","-6.06%","-16.10%","0.00%","-",""
"Horiz. %","73.73%","73.73%","122.03%","116.95%","106.78%","116.95%","82.20%","78.81%","83.90%","100.00%","-",""

