Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/08,30/06/07,30/06/06,30/06/05,CAGR
"NAPS","1.6059","1.6059","1.6104","1.5950","1.4850","0.6727","0.6034","0.6002","0.0000","-"
"YoY %","0.00%","-0.28%","0.97%","7.41%","120.75%","11.48%","0.53%","0.00%","-",""
"Horiz. %","267.56%","267.56%","268.31%","265.74%","247.42%","112.08%","100.53%","100.00%","-",""
"Date","AQR","T4Q","28/06/19","29/06/18","30/06/17","30/06/08","29/06/07","30/06/06","-","-"
"Price","1.3400","1.3400","1.3400","1.1700","1.1800","0.8500","1.0700","0.9200","0.0000","-"
"P/RPS","4.65","4.65","4.65","3.98","4.47","9.26","11.45","18.87","0.00","-"
"YoY %","0.00%","0.00%","16.83%","-10.96%","-51.73%","-19.13%","-39.32%","0.00%","-",""
"Horiz. %","24.64%","24.64%","24.64%","21.09%","23.69%","49.07%","60.68%","100.00%","-",""
"P/EPS","21.82","21.82","21.82","8.43","-165.93","12.34","15.57","26.67","0.00","-"
"YoY %","0.00%","0.00%","158.84%","105.08%","-1,444.65%","-20.75%","-41.62%","0.00%","-",""
"Horiz. %","81.81%","81.81%","81.81%","31.61%","-622.16%","46.27%","58.38%","100.00%","-",""
"EY","4.58","4.58","4.58","11.86","-0.60","8.11","6.42","3.75","0.00","-"
"YoY %","0.00%","0.00%","-61.38%","2,076.67%","-107.40%","26.32%","71.20%","0.00%","-",""
"Horiz. %","122.13%","122.13%","122.13%","316.27%","-16.00%","216.27%","171.20%","100.00%","-",""
"DY","5.87","5.87","5.87","6.73","6.85","8.11","6.26","3.75","0.00","-"
"YoY %","0.00%","0.00%","-12.78%","-1.75%","-15.54%","29.55%","66.93%","0.00%","-",""
"Horiz. %","156.53%","156.53%","156.53%","179.47%","182.67%","216.27%","166.93%","100.00%","-",""
"P/NAPS","0.83","0.83","0.83","0.73","0.79","0.87","1.10","0.94","0.00","-"
"YoY %","0.00%","0.00%","13.70%","-7.59%","-9.20%","-20.91%","17.02%","0.00%","-",""
"Horiz. %","88.30%","88.30%","88.30%","77.66%","84.04%","92.55%","117.02%","100.00%","-",""
"Date","AQR","T4Q","31/07/19","31/07/18","-","11/07/08","12/07/07","21/07/06","-","-"
"Price","1.3000","1.3000","1.3000","1.1900","0.0000","0.8600","1.1000","0.8900","0.0000","-"
"P/RPS","4.51","4.51","4.51","4.05","0.00","9.37","11.78","18.26","0.00","-"
"YoY %","0.00%","0.00%","11.36%","0.00%","0.00%","-20.46%","-35.49%","0.00%","-",""
"Horiz. %","24.70%","24.70%","24.70%","22.18%","0.00%","51.31%","64.51%","100.00%","-",""
"P/EPS","21.17","21.17","21.17","8.57","0.00","12.48","16.01","25.80","0.00","-"
"YoY %","0.00%","0.00%","147.02%","0.00%","0.00%","-22.05%","-37.95%","0.00%","-",""
"Horiz. %","82.05%","82.05%","82.05%","33.22%","0.00%","48.37%","62.05%","100.00%","-",""
"EY","4.72","4.72","4.72","11.66","0.00","8.01","6.25","3.88","0.00","-"
"YoY %","0.00%","0.00%","-59.52%","0.00%","0.00%","28.16%","61.08%","0.00%","-",""
"Horiz. %","121.65%","121.65%","121.65%","300.52%","0.00%","206.44%","161.08%","100.00%","-",""
"DY","6.05","6.05","6.05","6.61","0.00","8.01","6.09","3.88","0.00","-"
"YoY %","0.00%","0.00%","-8.47%","0.00%","0.00%","31.53%","56.96%","0.00%","-",""
"Horiz. %","155.93%","155.93%","155.93%","170.36%","0.00%","206.44%","156.96%","100.00%","-",""
"P/NAPS","0.81","0.81","0.81","0.75","0.00","0.88","1.13","0.91","0.00","-"
"YoY %","0.00%","0.00%","8.00%","0.00%","0.00%","-22.12%","24.18%","0.00%","-",""
"Horiz. %","89.01%","89.01%","89.01%","82.42%","0.00%","96.70%","124.18%","100.00%","-",""

