Column1,AQR,T4Q,30/04/19,30/04/18,30/04/17,30/04/16,30/04/15,30/04/14,30/04/13,CAGR
"Div Payout %","74.71    %","96.18    %","92.96    %","85.73    %","112.34    %","97.60    %","55.67    %","30.07    %","-     %","-"
"YoY %","-22.32%","3.46%","8.43%","-23.69%","15.10%","75.32%","85.13%","0.00%","-",""
"Horiz. %","248.45%","319.85%","309.15%","285.10%","373.59%","324.58%","185.13%","100.00%","-",""
"Net Worth","498,879","498,879","566,378","474,896","443,266","529,439","336,719","324,529","158,922","23.58%"
"YoY %","0.00%","-11.92%","19.26%","7.14%","-16.28%","57.23%","3.76%","104.21%","-",""
"Horiz. %","313.91%","313.91%","356.39%","298.82%","278.92%","333.14%","211.88%","204.21%","100.00%",""
"NOSH","1,161,264","1,161,264","1,160,373","1,154,623","1,148,061","1,141,279","809,812","758,069","720,410","8.26%"
"YoY %","0.00%","0.08%","0.50%","0.57%","0.59%","40.93%","6.83%","5.23%","-",""
"Horiz. %","161.19%","161.19%","161.07%","160.27%","159.36%","158.42%","112.41%","105.23%","100.00%",""
"NP Margin","9.62    %","10.54    %","10.75    %","7.58    %","8.04    %","10.04    %","11.99    %","9.37    %","4.89    %","14.02%"
"YoY %","-8.73%","-1.95%","41.82%","-5.72%","-19.92%","-16.26%","27.96%","91.62%","-",""
"Horiz. %","196.73%","215.54%","219.84%","155.01%","164.42%","205.32%","245.19%","191.62%","100.00%",""
"ROE","40.50    %","53.22    %","46.84    %","29.49    %","26.86    %","37.33    %","63.07    %","40.78    %","32.00    %","6.55%"
"YoY %","-23.90%","13.62%","58.83%","9.79%","-28.05%","-40.81%","54.66%","27.44%","-",""
"Horiz. %","126.56%","166.31%","146.38%","92.16%","83.94%","116.66%","197.09%","127.44%","100.00%",""
"RPS","184.30","218.88","214.77","172.60","144.55","183.60","226.03","191.13","147.74","6.43%"
"YoY %","-15.80%","1.91%","24.43%","19.41%","-21.27%","-18.77%","18.26%","29.37%","-",""
"Horiz. %","124.75%","148.15%","145.37%","116.83%","97.84%","124.27%","152.99%","129.37%","100.00%",""
"EPS","17.40","22.86","22.86","12.13","10.37","17.32","18.74","17.46","7.06","21.62%"
"YoY %","-23.88%","0.00%","88.46%","16.97%","-40.13%","-7.58%","7.33%","147.31%","-",""
"Horiz. %","246.46%","323.80%","323.80%","171.81%","146.88%","245.33%","265.44%","247.31%","100.00%",""
"DPS","13.00","22.00","21.25","10.40","11.65","16.90","14.60","5.25","0.00","-"
"YoY %","-40.91%","3.53%","104.33%","-10.73%","-31.07%","15.75%","178.10%","0.00%","-",""
"Horiz. %","247.62%","419.05%","404.76%","198.10%","221.90%","321.90%","278.10%","100.00%","-",""
"NAPS","0.4296","0.4296","0.4881","0.4113","0.3861","0.4639","0.4158","0.4281","0.2206","14.15%"
"YoY %","0.00%","-11.99%","18.67%","6.53%","-16.77%","11.57%","-2.87%","94.06%","-",""
"Horiz. %","194.74%","194.74%","221.26%","186.45%","175.02%","210.29%","188.49%","194.06%","100.00%",""
"RPS","183.96","218.48","214.22","171.31","142.65","180.11","157.34","124.54","91.49","15.23%"
"YoY %","-15.80%","1.99%","25.05%","20.09%","-20.80%","14.47%","26.34%","36.12%","-",""
"Horiz. %","201.07%","238.80%","234.15%","187.24%","155.92%","196.86%","171.98%","136.12%","100.00%",""
"EPS","17.37","22.82","22.80","12.04","10.23","16.99","18.26","11.38","4.37","31.68%"
"YoY %","-23.88%","0.09%","89.37%","17.69%","-39.79%","-6.96%","60.46%","160.41%","-",""
"Horiz. %","397.48%","522.20%","521.74%","275.51%","234.10%","388.79%","417.85%","260.41%","100.00%",""
"DPS","12.98","21.95","21.20","10.32","11.50","16.58","10.16","3.42","0.00","-"
"YoY %","-40.87%","3.54%","105.43%","-10.26%","-30.64%","63.19%","197.08%","0.00%","-",""
"Horiz. %","379.53%","641.81%","619.88%","301.75%","336.26%","484.80%","297.08%","100.00%","-",""
"NAPS","0.4288","0.4288","0.4868","0.4082","0.3810","0.4551","0.2894","0.2790","0.1366","23.58%"
"YoY %","0.00%","-11.91%","19.26%","7.14%","-16.28%","57.26%","3.73%","104.25%","-",""
"Horiz. %","313.91%","313.91%","356.37%","298.83%","278.92%","333.16%","211.86%","204.25%","100.00%",""
"Date","AQR","T4Q","30/04/19","30/04/18","28/04/17","29/04/16","30/04/15","30/04/14","-","-"
"Price","2.5500","2.5500","2.4000","2.2200","2.1500","2.2000","4.0400","2.0800","0.0000","-"
"P/RPS","1.38","1.17","1.12","1.29","1.49","1.20","1.79","1.09","0.00","-"
"YoY %","17.95%","4.46%","-13.18%","-13.42%","24.17%","-32.96%","64.22%","0.00%","-",""
"Horiz. %","126.61%","107.34%","102.75%","118.35%","136.70%","110.09%","164.22%","100.00%","-",""
"P/EPS","14.66","11.15","10.50","18.30","20.73","12.70","15.41","11.91","0.00","-"
"YoY %","31.48%","6.19%","-42.62%","-11.72%","63.23%","-17.59%","29.39%","0.00%","-",""
"Horiz. %","123.09%","93.62%","88.16%","153.65%","174.06%","106.63%","129.39%","100.00%","-",""
"EY","6.82","8.97","9.53","5.46","4.82","7.87","6.49","8.39","0.00","-"
"YoY %","-23.97%","-5.88%","74.54%","13.28%","-38.75%","21.26%","-22.65%","0.00%","-",""
"Horiz. %","81.29%","106.91%","113.59%","65.08%","57.45%","93.80%","77.35%","100.00%","-",""
"DY","5.10","8.63","8.85","4.68","5.42","7.68","3.61","2.52","0.00","-"
"YoY %","-40.90%","-2.49%","89.10%","-13.65%","-29.43%","112.74%","43.25%","0.00%","-",""
"Horiz. %","202.38%","342.46%","351.19%","185.71%","215.08%","304.76%","143.25%","100.00%","-",""
"P/NAPS","5.94","5.94","4.92","5.40","5.57","4.74","9.72","4.86","0.00","-"
"YoY %","0.00%","20.73%","-8.89%","-3.05%","17.51%","-51.23%","100.00%","0.00%","-",""
"Horiz. %","122.22%","122.22%","101.23%","111.11%","114.61%","97.53%","200.00%","100.00%","-",""
"Date","AQR","T4Q","12/06/19","12/06/18","13/06/17","13/06/16","11/06/15","11/06/14","-","-"
"Price","2.3900","2.3900","2.4000","2.3300","2.0200","2.2800","3.5500","2.3100","0.0000","-"
"P/RPS","1.30","1.09","1.12","1.35","1.40","1.24","1.57","1.21","0.00","-"
"YoY %","19.27%","-2.68%","-17.04%","-3.57%","12.90%","-21.02%","29.75%","0.00%","-",""
"Horiz. %","107.44%","90.08%","92.56%","111.57%","115.70%","102.48%","129.75%","100.00%","-",""
"P/EPS","13.74","10.45","10.50","19.21","19.48","13.17","13.54","13.23","0.00","-"
"YoY %","31.48%","-0.48%","-45.34%","-1.39%","47.91%","-2.73%","2.34%","0.00%","-",""
"Horiz. %","103.85%","78.99%","79.37%","145.20%","147.24%","99.55%","102.34%","100.00%","-",""
"EY","7.28","9.57","9.53","5.21","5.13","7.59","7.39","7.56","0.00","-"
"YoY %","-23.93%","0.42%","82.92%","1.56%","-32.41%","2.71%","-2.25%","0.00%","-",""
"Horiz. %","96.30%","126.59%","126.06%","68.92%","67.86%","100.40%","97.75%","100.00%","-",""
"DY","5.44","9.21","8.85","4.46","5.77","7.41","4.11","2.27","0.00","-"
"YoY %","-40.93%","4.07%","98.43%","-22.70%","-22.13%","80.29%","81.06%","0.00%","-",""
"Horiz. %","239.65%","405.73%","389.87%","196.48%","254.19%","326.43%","181.06%","100.00%","-",""
"P/NAPS","5.56","5.56","4.92","5.66","5.23","4.91","8.54","5.40","0.00","-"
"YoY %","0.00%","13.01%","-13.07%","8.22%","6.52%","-42.51%","58.15%","0.00%","-",""
"Horiz. %","102.96%","102.96%","91.11%","104.81%","96.85%","90.93%","158.15%","100.00%","-",""

