Column1,AQR,T4Q,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/01/12,31/01/11,31/01/10,CAGR
"Horiz. %","-57.63%","-101.69%","-61.02%","5.08%","191.53%","101.69%","40.68%","94.92%","62.71%","100.00%","-",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.11","0.00","0.11","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","100.00%","0.00%","100.00%","-","-","-",""
"NAPS","18.2190","17.6263","0.1844","0.1918","0.1203","0.0882","0.0825","0.0792","0.0642","0.0312","0.0000","-"
"YoY %","3.36%","9,458.73%","-3.86%","59.43%","36.39%","6.91%","4.17%","23.36%","105.77%","0.00%","-",""
"Horiz. %","58,394.23%","56,494.55%","591.03%","614.74%","385.58%","282.69%","264.42%","253.85%","205.77%","100.00%","-",""
"Date","AQR","T4Q","29/12/17","30/12/16","31/12/15","31/12/14","31/12/13","31/01/13","31/01/12","31/01/11","-","-"
"Price","0.2300","0.2300","0.3250","0.2550","0.5550","0.4050","0.3100","0.2750","0.3400","0.3550","0.0000","-"
"P/RPS","0.36","0.36","0.51","0.59","1.11","0.63","0.57","0.66","1.31","0.86","0.00","-"
"YoY %","0.00%","-29.41%","-13.56%","-46.85%","76.19%","10.53%","-13.64%","-49.62%","52.33%","0.00%","-",""
"Horiz. %","41.86%","41.86%","59.30%","68.60%","129.07%","73.26%","66.28%","76.74%","152.33%","100.00%","-",""
"P/EPS","-63.89","-35.41","-85.80","850.00","35.12","30.10","57.41","21.65","36.63","12.91","0.00","-"
"YoY %","-80.43%","58.73%","-110.09%","2,320.27%","16.68%","-47.57%","165.17%","-40.90%","183.73%","0.00%","-",""
"Horiz. %","-494.89%","-274.28%","-664.60%","6,584.04%","272.04%","233.15%","444.69%","167.70%","283.73%","100.00%","-",""
"EY","-1.57","-2.82","-1.17","0.12","2.85","3.32","1.74","4.62","2.73","7.75","0.00","-"
"YoY %","44.33%","-141.03%","-1,075.00%","-95.79%","-14.16%","90.80%","-62.34%","69.23%","-64.77%","0.00%","-",""
"Horiz. %","-20.26%","-36.39%","-15.10%","1.55%","36.77%","42.84%","22.45%","59.61%","35.23%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.62","0.00","0.91","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","68.13%","0.00%","100.00%","-","-","-",""
"P/NAPS","0.01","0.01","1.68","1.33","3.29","2.03","1.67","1.53","2.13","2.45","0.00","-"
"YoY %","0.00%","-99.40%","26.32%","-59.57%","62.07%","21.56%","9.15%","-28.17%","-13.06%","0.00%","-",""
"Horiz. %","0.41%","0.41%","68.57%","54.29%","134.29%","82.86%","68.16%","62.45%","86.94%","100.00%","-",""
"Date","AQR","T4Q","26/02/18","23/02/17","24/02/16","27/02/15","28/02/14","27/03/13","30/03/12","23/03/11","-","-"
"Price","0.2350","0.2350","0.2900","0.2750","0.4950","0.5450","0.3200","0.3000","0.3400","0.3450","0.0000","-"
"P/RPS","0.37","0.37","0.46","0.64","0.99","0.84","0.58","0.72","1.31","0.84","0.00","-"
"YoY %","0.00%","-19.57%","-28.12%","-35.35%","17.86%","44.83%","-19.44%","-45.04%","55.95%","0.00%","-",""
"Horiz. %","44.05%","44.05%","54.76%","76.19%","117.86%","100.00%","69.05%","85.71%","155.95%","100.00%","-",""
"P/EPS","-65.28","-36.18","-76.56","916.67","31.32","40.50","59.26","23.62","36.63","12.55","0.00","-"
"YoY %","-80.43%","52.74%","-108.35%","2,826.79%","-22.67%","-31.66%","150.89%","-35.52%","191.87%","0.00%","-",""
"Horiz. %","-520.16%","-288.29%","-610.04%","7,304.14%","249.56%","322.71%","472.19%","188.21%","291.87%","100.00%","-",""
"EY","-1.53","-2.76","-1.31","0.11","3.19","2.47","1.69","4.23","2.73","7.97","0.00","-"
"YoY %","44.57%","-110.69%","-1,290.91%","-96.55%","29.15%","46.15%","-60.05%","54.95%","-65.75%","0.00%","-",""
"Horiz. %","-19.20%","-34.63%","-16.44%","1.38%","40.03%","30.99%","21.20%","53.07%","34.25%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.46","0.00","0.83","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","55.42%","0.00%","100.00%","-","-","-",""
"P/NAPS","0.01","0.01","1.50","1.43","2.94","2.74","1.72","1.67","2.13","2.38","0.00","-"
"YoY %","0.00%","-99.33%","4.90%","-51.36%","7.30%","59.30%","2.99%","-21.60%","-10.50%","0.00%","-",""
"Horiz. %","0.42%","0.42%","63.03%","60.08%","123.53%","115.13%","72.27%","70.17%","89.50%","100.00%","-",""

